match,group,is_participating,start,end,content
18,1,yes,85870,85873,18

18,2,yes,85873,85879,FAMILY
18,3,yes,85880,85954," Mycenaceae, Order Agaricales, Class Agaricomycetes, Phylum Basidiomycota
"
18,4,yes,85954,85967,LATIN NAME(S)
18,5,yes,85968,86155," Hemimycena cyphelloides  (P.D. Orton) Maas Geest.^  Proc. K. Ned. Akad. Wet., Ser. C, Biol. Med. Sci. 84(4): 437. 1981;  Mycena cyphelloides  P.D. Orton;  Helotium cyphelloides  Redhead
"
18,6,yes,86155,86170,ENGLISH NAME(S)
18,7,yes,86171,86173, 

18,8,yes,86173,86178,NOTES
18,9,yes,86179,86740," Also listed in Gilled category. Features include 1) extremely small size, 2) white color, 3) cap that is minutely pubescent centrally and sometimes radially grooved, 4) gills (if present) that are residual folds not reaching the cap margin, 5) thread-like stem, 6) growth restricted to monocot debris in wet areas, and 7) microscopic characters that include elongate inamyloid spores on (1)2-spored basidia and absent clamp connections.^ The description is derived from Redhead(15). RANGE Hemimycena cyphelloides is found at least in BC and Europe, (Redhead).
"
18,10,yes,86740,86758,CHEMICAL REACTIONS
18,11,yes,86759,86761, 

18,12,yes,86761,86764,CAP
18,13,yes,86765,86987," 0.05-0.2cm, convex, sometimes depressed at center, becoming flat to cyathiform [cup-shaped] or funnel-shaped; white; minutely pubescent centrally with hand lens, sometimes radially grooved when folds present on underside
"
18,14,yes,86987,86992,FLESH
18,15,yes,86993,86995, 

18,16,yes,86995,87004,UNDERSIDE
18,17,yes,87005,87067," smooth or with folds not reaching margin, slightly decurrent
"
18,18,yes,87067,87071,STEM
18,19,no,-1,-1,
18,20,no,-1,-1,
18,21,yes,87072,87231," 0.2-1cm x 0.005-0.01cm, thread-like; white; with minute fine hairs under hand lens, often more at base, insititious or with a slightly swollen pubescent base
"
18,22,yes,87231,87235,ODOR
18,23,yes,87236,87238, 

18,24,yes,87238,87243,TASTE
18,25,yes,87244,87246, 

18,26,yes,87246,87255,EDIBILITY
18,27,yes,87255,87258,  

18,28,yes,87258,87265,HABITAT
18,29,yes,87266,87319, restricted to growth on monocot debris in wet areas

18,30,yes,87319,87332,SPORE DEPOSIT
18,31,yes,87332,87351,  presumably white

18,32,yes,87351,87362,MICROSCOPIC
18,33,yes,87363,88281," spores 11-15 x 3.8-4.5 microns, elliptic to cylindric, smooth, inamyloid, thin-walled, with prominent apiculus^; basidia (1-) 2 spored, 18-25 x 6-7.2 microns, clavate, simple septate; pileipellis hyphae repent, often inflated, 5-20 microns wide, densely diverticulate, simple septate, thin-walled, pileocystidia abundant on the disc, sparse elsewhere, the central ones thick-walled, narrowly acuminate, nearly setiform, colorless, often flexuous [wavy], 48-85 x 4-5 microns, inamyloid, toward the periphery tending to be branched in the apical region and with thinner walls, at times with diverticulate apex or base, cap trama hyphae smooth, otherwise similar to pellis hyphae, inamyloid, sometimes with slightly thickened walls; stipitipellis hyphae 3-10 microns diameter, sparsely diverticulate, with thin to pronounced walls, simple septate, caulocystidia abundant, scattered, similar to the central pileocystidia
"
18,34,yes,88281,88292,NAME ORIGIN
18,35,yes,88293,88316, means 'like Cyphella'

18,36,yes,88316,88323,SIMILAR
18,37,yes,88324,88498," Hemimycena hirsutum similar in stature but is more downy on the cap, has a broader range of habitat, and has shorter spores. See also SIMILAR section of Hemimycena hirsuta.
"
18,38,yes,88498,88505,SOURCES
18,39,yes,88505,88551,  Redhead(15) (as Helotium with line drawing)

19,0,yes,88551,91858,"19
FAMILY  Mycenaceae, Order Agaricales, Class Agaricomycetes, Phylum Basidiomycota
LATIN NAME(S)  Hemimycena hirsuta  (Tode: Fr.) Singer^  The Agaricales in Modern Taxonomy, Edn 4. p.397. 1986;  == Helotium hirsutum  Tode;  == Delicatula hirsuta  Tode (Cejp);  = Cyphella gibba  (Alb. & Schwein.) J. Schroeter;  = Cyphella infundibuliformis  Fr.;  = Marasmiellus crispulus  Singer;  = Hemimycena crispula  (Quel.) Singer;  = Mycena crispula  (Quel.) Kuehner;  = Delicatula crispula  (Quel.) Pat.;  = Omphalina crispula  (Quel.) Quel.
ENGLISH NAME(S)  
NOTES  Also listed in Gilled category. Features include small size, white color, translucent cap with fine hairs under hand lens, gills that are absent or folds not reaching margin, thread-like stem with white hairs under hand lens, growth on woody or herbaceous debris, and microscopic characters including elliptic inamyloid spores often with an oil drop, and 2(3-4) spored basidia.^ The online Species Fungorum, accessed October 4, 2014, gives Hemimycena crispula (Quel.) Singer as a synonym. Mycena crispula as noted by Smith for Florence Oregon is Mycena pseudocrispula according to Redhead(15). The description of Hemimycena hirsuta is derived from Redhead(15). RANGE It was found in BC, and is known from Europe and North Africa (Redhead(15)). Collections were examined from CA and TN (Desjardin).
CHEMICAL REACTIONS  
CAP  0.1-0.5cm, obtusely conic to campanulate [bell-shaped] becoming flat and sometimes depressed centrally, variable in shape and may have conic umbo; white; translucent, finely pubescent under hand lens [with fine hairs], edges uneven and sometimes crisped
FLESH  white
UNDERSIDE  gills absent or as uneven folds not reaching margin, spore-bearing surface decurrent, folds distant; white
STEM  0.4-0.8cm x 0.01-0.02cm, thread-like, white, finely pubescent under hand lens [with fine hairs], more noticeable towards base
ODOR  
TASTE  
EDIBILITY  
HABITAT  on woody or herbaceous debris including monocot litter, leaves, coniferous litter, Douglas-fir cones, all of which are damp
SPORE DEPOSIT  presumably white
MICROSCOPIC  spores 7-9 x 4.5-4.8 microns, elliptic, smooth, inamyloid, colorless, thin-walled, with prominent apiculus, often with one ""oil drop""^; basidia 2(3-4)-spored, 19-22 x 5.5-6.5 microns, clavate to cylindrical, clamped; pileipellis hyphae repent, 3.5-4.5 microns diameter, thin-walled and smooth hyphae intermixed with thick-walled sparsely diverticulate hyphae, some giving rise to pileocystidia, pileocystidia 55-80 x 4-5 microns, setiform, thick-walled, colorless, inamyloid, smooth, narrow and tapering toward apex, occasionally forked at base, cap trama hyphae mostly of inflated cigar-shaped cells, 10-20 microns in diameter, thin-walled and smooth but with ""scattered hemispherical to fingerlike refractive isolated thickenings"", inamyloid; stem hyphae parallel, 2-10 microns diameter, thin walled internally, with thickened smooth walls externally, bearing abundant caulocystidia that are similar to pileocystidia and up to 90 microns long
NAME ORIGIN  means 'hairy'
SIMILAR  Hemimycena cyphelloides has a less hairy cap and longer narrower spores. Hemimycena pseudocrispula has broad decurrent gills, a more or less bald cap, and 4-spored basidia.
SOURCES  Redhead(15), Redhead(5), Desjardin(4)
"
19,1,yes,88551,88554,19

19,2,yes,88554,88560,FAMILY
19,3,yes,88561,88635," Mycenaceae, Order Agaricales, Class Agaricomycetes, Phylum Basidiomycota
"
19,4,yes,88635,88648,LATIN NAME(S)
19,5,yes,88649,89086," Hemimycena hirsuta  (Tode: Fr.) Singer^  The Agaricales in Modern Taxonomy, Edn 4. p.397. 1986;  == Helotium hirsutum  Tode;  == Delicatula hirsuta  Tode (Cejp);  = Cyphella gibba  (Alb. & Schwein.) J. Schroeter;  = Cyphella infundibuliformis  Fr.;  = Marasmiellus crispulus  Singer;  = Hemimycena crispula  (Quel.) Singer;  = Mycena crispula  (Quel.) Kuehner;  = Delicatula crispula  (Quel.) Pat.;  = Omphalina crispula  (Quel.) Quel.
"
19,6,yes,89086,89101,ENGLISH NAME(S)
19,7,yes,89102,89104, 

19,8,yes,89104,89109,NOTES
19,9,yes,89110,89909," Also listed in Gilled category. Features include small size, white color, translucent cap with fine hairs under hand lens, gills that are absent or folds not reaching margin, thread-like stem with white hairs under hand lens, growth on woody or herbaceous debris, and microscopic characters including elliptic inamyloid spores often with an oil drop, and 2(3-4) spored basidia.^ The online Species Fungorum, accessed October 4, 2014, gives Hemimycena crispula (Quel.) Singer as a synonym. Mycena crispula as noted by Smith for Florence Oregon is Mycena pseudocrispula according to Redhead(15). The description of Hemimycena hirsuta is derived from Redhead(15). RANGE It was found in BC, and is known from Europe and North Africa (Redhead(15)). Collections were examined from CA and TN (Desjardin).
"
19,10,yes,89909,89927,CHEMICAL REACTIONS
19,11,yes,89928,89930, 

19,12,yes,89930,89933,CAP
19,13,yes,89934,90189," 0.1-0.5cm, obtusely conic to campanulate [bell-shaped] becoming flat and sometimes depressed centrally, variable in shape and may have conic umbo; white; translucent, finely pubescent under hand lens [with fine hairs], edges uneven and sometimes crisped
"
19,14,yes,90189,90194,FLESH
19,15,yes,90195,90202, white

19,16,yes,90202,90211,UNDERSIDE
19,17,yes,90212,90320," gills absent or as uneven folds not reaching margin, spore-bearing surface decurrent, folds distant; white
"
19,18,yes,90320,90324,STEM
19,19,no,-1,-1,
19,20,no,-1,-1,
19,21,yes,90325,90452," 0.4-0.8cm x 0.01-0.02cm, thread-like, white, finely pubescent under hand lens [with fine hairs], more noticeable towards base
"
19,22,yes,90452,90456,ODOR
19,23,yes,90457,90459, 

19,24,yes,90459,90464,TASTE
19,25,yes,90465,90467, 

19,26,yes,90467,90476,EDIBILITY
19,27,yes,90476,90479,  

19,28,yes,90479,90486,HABITAT
19,29,yes,90487,90612," on woody or herbaceous debris including monocot litter, leaves, coniferous litter, Douglas-fir cones, all of which are damp
"
19,30,yes,90612,90625,SPORE DEPOSIT
19,31,yes,90625,90644,  presumably white

19,32,yes,90644,90655,MICROSCOPIC
19,33,yes,90656,91602," spores 7-9 x 4.5-4.8 microns, elliptic, smooth, inamyloid, colorless, thin-walled, with prominent apiculus, often with one ""oil drop""^; basidia 2(3-4)-spored, 19-22 x 5.5-6.5 microns, clavate to cylindrical, clamped; pileipellis hyphae repent, 3.5-4.5 microns diameter, thin-walled and smooth hyphae intermixed with thick-walled sparsely diverticulate hyphae, some giving rise to pileocystidia, pileocystidia 55-80 x 4-5 microns, setiform, thick-walled, colorless, inamyloid, smooth, narrow and tapering toward apex, occasionally forked at base, cap trama hyphae mostly of inflated cigar-shaped cells, 10-20 microns in diameter, thin-walled and smooth but with ""scattered hemispherical to fingerlike refractive isolated thickenings"", inamyloid; stem hyphae parallel, 2-10 microns diameter, thin walled internally, with thickened smooth walls externally, bearing abundant caulocystidia that are similar to pileocystidia and up to 90 microns long
"
19,34,yes,91602,91613,NAME ORIGIN
19,35,yes,91614,91629, means 'hairy'

19,36,yes,91629,91636,SIMILAR
19,37,yes,91637,91811," Hemimycena cyphelloides has a less hairy cap and longer narrower spores. Hemimycena pseudocrispula has broad decurrent gills, a more or less bald cap, and 4-spored basidia.
"
19,38,yes,91811,91818,SOURCES
19,39,yes,91818,91858,"  Redhead(15), Redhead(5), Desjardin(4)
"
20,0,yes,91858,96756,"20
FAMILY  Mycenaceae, Order Agaricales, Class Agaricomycetes, Phylum Basidiomycota
LATIN NAME(S)  Hemimycena mauretanica  (Maire) Singer^  Annls mycol. 41: 121. 1947;  Mycena mauretanica  (Maire) Kuehner
ENGLISH NAME(S)  
NOTES  Also listed in Gilled category. Features include very small size, white color, narrow to almost fold-like gills, thread-like downy stem, growth on dead leaves, bark, fern debris and other debris, elongate inamyloid spores, and other microscopic characters.^ Smith(1) described two of his own collections (WA and MI) with 2-spored basidia and one of Mains (WA) with 4-spored basidia, and gives also the Kuehner description (4-spored or occasionally 3-spored or 2-spored). RANGE Hemimycena mauretanica has been found at least in WA and MI (as Mycena mauretanica).
CHEMICAL REACTIONS  
CAP  0.1-0.2cm across, convex, membranous, fragile; white; sulcate-striate [grooved-striate]^, (Smith collections), 0.1-0.3cm across, convex or with slight papilla, membranous, very fragile, margin incurved slightly at first; white, moist, somewhat sulcate-striate, unpolished under hand lens, (Mains collection), 0.03-0.045cm, campanulate [bell-shaped], hemispheric or often convex, obtuse or slightly depressed on disc, sometimes mammillate, occasionally sulcate; densely pubescent under hand lens, (Smith from Kuehner), 0.05-0.5cm, convex, often +/- papillate or umbilicate, (Hansen)
FLESH  
UNDERSIDE  gills adnate or slightly decurrent, narrow to almost fold-like, remote^, (Smith collections), arcuate-adnate to decurrent, distant to subdistant, 6-11, narrow but not fold-like, edges even, spaces between gills slightly wrinkled, subgills lacking or only one tier, (Mains collection), arcuate and somewhat decurrent, but not long-decurrent, narrow but not fold-like, sometimes forked, reaching the margin of the cap or disappearing 0.02-0.03cm from edge, 6-9(11) reaching stem, with only one tier of subgills or none at all in very small caps, spaces between gills sometimes netted with veins, (Smith from Kuehner), decurrent, distant, narrow, sometimes forking or reduced, (Hansen)
STEM  1cm long, thread-like, inserted on dead leaves; white; pruinose^, (Smith collections), up to 1cm long, thread-like, equal, base inserted on substrate and not inflated; very finely pubescent overall from caulocystidia, (Mains collection), 0.15-0.5cm long, 0.004-0.024cm wide in upper part, 0.032cm wide in lower part, equal or very slightly narrowing from base upward, with the base slightly clavate but without disc or rhizoids (most often with cobwebby filaments extending over substrate); base sometimes a bit yellowish; strongly pubescent but less so from base toward the top, where it is hardly so at times, (Smith from Kuehner), 0.1-1.2cm x 0.015-0.035cm, without rhizoids, (Hansen)
ODOR  
TASTE  
EDIBILITY  
HABITAT  scattered on dead leaves^ (Smith collections), gregarious on alder bark (Mains collection), on debris, e.g. of ferns, rarely of conifers, (Hansen)
SPORE DEPOSIT  presumably white
MICROSCOPIC  spores 10-12 x 2.5-3 microns, subcylindric, smooth, inamyloid^; basidia 2-spored; pleurocystidia not observed; pileocystidia 26-38(50) x 6-9 microns, colorless, usually wavy in outline and broadest at base, apex acute or subacute; caulocystidia similar to pileocystidia or longer and more flexuous [wavy], (Smith collections), spores 7-9 x 2.2-2.7 microns, slightly allantoid in one view, inamyloid; basidia 4-spored, no pleurocystidia or cheilocystidia; cap surface covered with contorted filamentous hyphal protuberances 30-44 x 3-6 microns, stem covered with short hairs similar to those on cap, (Mains collection), spores 6.5-8(9) x 1.7-2.5(3), ""rarely claviform, in general cylindric and slightly depressed on one side, obtuse at the apex, attenuated to the point of attachment, frequently adhering in groups of four""; basidia 4-spored (occasionally 3-spored or 2-spored), 16-18 x 4.2-5.5 microns, clavate; pleurocystidia and cheilocystidia absent; cap covering of appressed short hyphae 5-10 microns wide, irregularly echinulate with short rod-like projections but very dense and with numerous upright hairs 37-57 microns long, which are somewhat inflated at the base (4-7 microns), gradually narrowed to a filament 1-2 microns wide, ""obtuse, with thin walls, and at the base often curved or with irregular spurs""; covering of stem of hyphae bearing rod-like projections but not densely echinulate, and having numerous thin-walled projections similar to those of the cap (28-35 x 4-6.5 microns), (Smith from Kuehner), spores 6.5-10.5 x 1.5-3 microns, fusoid to cylindric; basidia 2-, 3-, or 4-spored; pleurocystidia and cheilocystidia absent; caulocystidia and pileocystidia to 90 microns long, attenuating with ventricose base, thin-walled, (Hansen)
NAME ORIGIN  
SIMILAR  
SOURCES  Smith(1) (as Mycena mauretanica in Section Deminutivae), Hansen, L.(2), Redhead(15)
"
20,1,yes,91858,91861,20

20,2,yes,91861,91867,FAMILY
20,3,yes,91868,91942," Mycenaceae, Order Agaricales, Class Agaricomycetes, Phylum Basidiomycota
"
20,4,yes,91942,91955,LATIN NAME(S)
20,5,yes,91956,92063, Hemimycena mauretanica  (Maire) Singer^  Annls mycol. 41: 121. 1947;  Mycena mauretanica  (Maire) Kuehner

20,6,yes,92063,92078,ENGLISH NAME(S)
20,7,yes,92079,92081, 

20,8,yes,92081,92086,NOTES
20,9,yes,92087,92650," Also listed in Gilled category. Features include very small size, white color, narrow to almost fold-like gills, thread-like downy stem, growth on dead leaves, bark, fern debris and other debris, elongate inamyloid spores, and other microscopic characters.^ Smith(1) described two of his own collections (WA and MI) with 2-spored basidia and one of Mains (WA) with 4-spored basidia, and gives also the Kuehner description (4-spored or occasionally 3-spored or 2-spored). RANGE Hemimycena mauretanica has been found at least in WA and MI (as Mycena mauretanica).
"
20,10,yes,92650,92668,CHEMICAL REACTIONS
20,11,yes,92669,92671, 

20,12,yes,92671,92674,CAP
20,13,yes,92675,93258," 0.1-0.2cm across, convex, membranous, fragile; white; sulcate-striate [grooved-striate]^, (Smith collections), 0.1-0.3cm across, convex or with slight papilla, membranous, very fragile, margin incurved slightly at first; white, moist, somewhat sulcate-striate, unpolished under hand lens, (Mains collection), 0.03-0.045cm, campanulate [bell-shaped], hemispheric or often convex, obtuse or slightly depressed on disc, sometimes mammillate, occasionally sulcate; densely pubescent under hand lens, (Smith from Kuehner), 0.05-0.5cm, convex, often +/- papillate or umbilicate, (Hansen)
"
20,14,yes,93258,93263,FLESH
20,15,yes,93264,93266, 

20,16,yes,93266,93275,UNDERSIDE
20,17,yes,93276,93960," gills adnate or slightly decurrent, narrow to almost fold-like, remote^, (Smith collections), arcuate-adnate to decurrent, distant to subdistant, 6-11, narrow but not fold-like, edges even, spaces between gills slightly wrinkled, subgills lacking or only one tier, (Mains collection), arcuate and somewhat decurrent, but not long-decurrent, narrow but not fold-like, sometimes forked, reaching the margin of the cap or disappearing 0.02-0.03cm from edge, 6-9(11) reaching stem, with only one tier of subgills or none at all in very small caps, spaces between gills sometimes netted with veins, (Smith from Kuehner), decurrent, distant, narrow, sometimes forking or reduced, (Hansen)
"
20,18,yes,93960,93964,STEM
20,19,no,-1,-1,
20,20,no,-1,-1,
20,21,yes,93965,94654," 1cm long, thread-like, inserted on dead leaves; white; pruinose^, (Smith collections), up to 1cm long, thread-like, equal, base inserted on substrate and not inflated; very finely pubescent overall from caulocystidia, (Mains collection), 0.15-0.5cm long, 0.004-0.024cm wide in upper part, 0.032cm wide in lower part, equal or very slightly narrowing from base upward, with the base slightly clavate but without disc or rhizoids (most often with cobwebby filaments extending over substrate); base sometimes a bit yellowish; strongly pubescent but less so from base toward the top, where it is hardly so at times, (Smith from Kuehner), 0.1-1.2cm x 0.015-0.035cm, without rhizoids, (Hansen)
"
20,22,yes,94654,94658,ODOR
20,23,yes,94659,94661, 

20,24,yes,94661,94666,TASTE
20,25,yes,94667,94669, 

20,26,yes,94669,94678,EDIBILITY
20,27,yes,94678,94681,  

20,28,yes,94681,94688,HABITAT
20,29,yes,94689,94837," scattered on dead leaves^ (Smith collections), gregarious on alder bark (Mains collection), on debris, e.g. of ferns, rarely of conifers, (Hansen)
"
20,30,yes,94837,94850,SPORE DEPOSIT
20,31,yes,94850,94869,  presumably white

20,32,yes,94869,94880,MICROSCOPIC
20,33,yes,94881,96639," spores 10-12 x 2.5-3 microns, subcylindric, smooth, inamyloid^; basidia 2-spored; pleurocystidia not observed; pileocystidia 26-38(50) x 6-9 microns, colorless, usually wavy in outline and broadest at base, apex acute or subacute; caulocystidia similar to pileocystidia or longer and more flexuous [wavy], (Smith collections), spores 7-9 x 2.2-2.7 microns, slightly allantoid in one view, inamyloid; basidia 4-spored, no pleurocystidia or cheilocystidia; cap surface covered with contorted filamentous hyphal protuberances 30-44 x 3-6 microns, stem covered with short hairs similar to those on cap, (Mains collection), spores 6.5-8(9) x 1.7-2.5(3), ""rarely claviform, in general cylindric and slightly depressed on one side, obtuse at the apex, attenuated to the point of attachment, frequently adhering in groups of four""; basidia 4-spored (occasionally 3-spored or 2-spored), 16-18 x 4.2-5.5 microns, clavate; pleurocystidia and cheilocystidia absent; cap covering of appressed short hyphae 5-10 microns wide, irregularly echinulate with short rod-like projections but very dense and with numerous upright hairs 37-57 microns long, which are somewhat inflated at the base (4-7 microns), gradually narrowed to a filament 1-2 microns wide, ""obtuse, with thin walls, and at the base often curved or with irregular spurs""; covering of stem of hyphae bearing rod-like projections but not densely echinulate, and having numerous thin-walled projections similar to those of the cap (28-35 x 4-6.5 microns), (Smith from Kuehner), spores 6.5-10.5 x 1.5-3 microns, fusoid to cylindric; basidia 2-, 3-, or 4-spored; pleurocystidia and cheilocystidia absent; caulocystidia and pileocystidia to 90 microns long, attenuating with ventricose base, thin-walled, (Hansen)
"
20,34,yes,96639,96650,NAME ORIGIN
20,35,yes,96651,96653, 

20,36,yes,96653,96660,SIMILAR
20,37,yes,96661,96663, 

20,38,yes,96663,96670,SOURCES
20,39,yes,96670,96756,"  Smith(1) (as Mycena mauretanica in Section Deminutivae), Hansen, L.(2), Redhead(15)
"
21,0,yes,96756,99424,"21
FAMILY  Mycenaceae, Order Agaricales, Class Agaricomycetes, Phylum Basidiomycota
LATIN NAME(S)  Hemimycena nebulophila  (Redhead) Redhead^  Macrofungi of British Columbia: requirements for inventory. Res. Br., B.C. Min. For. and Wildl. Br., B.C. Min. Environ., Lands and Parks, Victoria B.C. 1997;  Helotium nebulophilum  Redhead
ENGLISH NAME(S)  
NOTES  Also listed in Gilled category. Features include extremely small size, white color, translucent wrinkled cap, gills absent or as a few folds, thread-like stem (except for a swollen base) that has fine hairs under hand lens, growth in moss in the spray zone of a montane waterfall, and allantoid to cylindric inamyloid spores, and other microscopic characters including (1)2-4-spored basidia.^ The description is derived from Redhead(15). RANGE Hemimycena nebulophila is found in BC.
CHEMICAL REACTIONS  
CAP  0.12-0.18cm, convex to flat, with prominent pointed umbo; white; wrinkled, translucent, with uneven edges
FLESH  
UNDERSIDE  smooth or as a few distant fold-like ridges
STEM  0.4-0.6cm long and 0.01cm wide, thread-like except for slightly swollen base; white, finely pubescent [downy] under hand lens
ODOR  
TASTE  
EDIBILITY  
HABITAT  gregarious on dripping wet gametophytes of moss in spray zone of a montane waterfall
SPORE DEPOSIT  presumably white
MICROSCOPIC  spores 9.8-10.8 x 2.5-3.1 microns, allantoid [sausage-shaped] to narrowly cylindric or narrowly pip-shaped, smooth, inamyloid, colorless, thin-walled^; basidia (1)2-4-spored, 15-17 x 4.7-5.1 microns, clavate, simple septate at the base, agglutinated; pileipellis hyphae repent, 5-10 microns wide, ""mostly only slightly inflated, densely diverticulate, bearing numerous cystidia especially towards the cap margin"", pileocystidia tibiiform or nearly so but with a poorly developed base, sometimes with a slightly wavy neck, 30-35 microns long, head 3-4 microns wide, neck 1.7-2.0 microns wide, base 4-5 microns wide, occasionally the base partially diverticulate, cap trama hyphae parallel, 8-13 microns wide, with thin to pronounced smooth inamyloid walls, simple septate; stem hyphae parallel, 2-3 microns wide on exterior, up to 20 microns wide internally, sparsely diverticulate, and bearing numerous cystidia on surface, simple septate, inamyloid, caulocystidia similar to the pileocystidia but some larger or more irregular, up to 35 microns long, base up to 6 microns wide
NAME ORIGIN  means 'mist-loving' or 'cloud-loving' and refers to its habitat in the spray zone or mist of a waterfall
SIMILAR  Hemimycena delicatella is larger with well-developed gills and is usually on coniferous debris.
SOURCES  Redhead(15), Redhead(5)
"
21,1,yes,96756,96759,21

21,2,yes,96759,96765,FAMILY
21,3,yes,96766,96840," Mycenaceae, Order Agaricales, Class Agaricomycetes, Phylum Basidiomycota
"
21,4,yes,96840,96853,LATIN NAME(S)
21,5,yes,96854,97089," Hemimycena nebulophila  (Redhead) Redhead^  Macrofungi of British Columbia: requirements for inventory. Res. Br., B.C. Min. For. and Wildl. Br., B.C. Min. Environ., Lands and Parks, Victoria B.C. 1997;  Helotium nebulophilum  Redhead
"
21,6,yes,97089,97104,ENGLISH NAME(S)
21,7,yes,97105,97107, 

21,8,yes,97107,97112,NOTES
21,9,yes,97113,97597," Also listed in Gilled category. Features include extremely small size, white color, translucent wrinkled cap, gills absent or as a few folds, thread-like stem (except for a swollen base) that has fine hairs under hand lens, growth in moss in the spray zone of a montane waterfall, and allantoid to cylindric inamyloid spores, and other microscopic characters including (1)2-4-spored basidia.^ The description is derived from Redhead(15). RANGE Hemimycena nebulophila is found in BC.
"
21,10,yes,97597,97615,CHEMICAL REACTIONS
21,11,yes,97616,97618, 

21,12,yes,97618,97621,CAP
21,13,yes,97622,97729," 0.12-0.18cm, convex to flat, with prominent pointed umbo; white; wrinkled, translucent, with uneven edges
"
21,14,yes,97729,97734,FLESH
21,15,yes,97735,97737, 

21,16,yes,97737,97746,UNDERSIDE
21,17,yes,97747,97792, smooth or as a few distant fold-like ridges

21,18,yes,97792,97796,STEM
21,19,no,-1,-1,
21,20,no,-1,-1,
21,21,yes,97797,97924," 0.4-0.6cm long and 0.01cm wide, thread-like except for slightly swollen base; white, finely pubescent [downy] under hand lens
"
21,22,yes,97924,97928,ODOR
21,23,yes,97929,97931, 

21,24,yes,97931,97936,TASTE
21,25,yes,97937,97939, 

21,26,yes,97939,97948,EDIBILITY
21,27,yes,97948,97951,  

21,28,yes,97951,97958,HABITAT
21,29,yes,97959,98045, gregarious on dripping wet gametophytes of moss in spray zone of a montane waterfall

21,30,yes,98045,98058,SPORE DEPOSIT
21,31,yes,98058,98077,  presumably white

21,32,yes,98077,98088,MICROSCOPIC
21,33,yes,98089,99168," spores 9.8-10.8 x 2.5-3.1 microns, allantoid [sausage-shaped] to narrowly cylindric or narrowly pip-shaped, smooth, inamyloid, colorless, thin-walled^; basidia (1)2-4-spored, 15-17 x 4.7-5.1 microns, clavate, simple septate at the base, agglutinated; pileipellis hyphae repent, 5-10 microns wide, ""mostly only slightly inflated, densely diverticulate, bearing numerous cystidia especially towards the cap margin"", pileocystidia tibiiform or nearly so but with a poorly developed base, sometimes with a slightly wavy neck, 30-35 microns long, head 3-4 microns wide, neck 1.7-2.0 microns wide, base 4-5 microns wide, occasionally the base partially diverticulate, cap trama hyphae parallel, 8-13 microns wide, with thin to pronounced smooth inamyloid walls, simple septate; stem hyphae parallel, 2-3 microns wide on exterior, up to 20 microns wide internally, sparsely diverticulate, and bearing numerous cystidia on surface, simple septate, inamyloid, caulocystidia similar to the pileocystidia but some larger or more irregular, up to 35 microns long, base up to 6 microns wide
"
21,34,yes,99168,99179,NAME ORIGIN
21,35,yes,99180,99286, means 'mist-loving' or 'cloud-loving' and refers to its habitat in the spray zone or mist of a waterfall

21,36,yes,99286,99293,SIMILAR
21,37,yes,99294,99391, Hemimycena delicatella is larger with well-developed gills and is usually on coniferous debris.

21,38,yes,99391,99398,SOURCES
21,39,yes,99398,99424,"  Redhead(15), Redhead(5)
"
